,Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Assay Type,Assay Description,Assay Organism,Assay Variant Mutation,Target Name,Target Organism,Document Journal,pChEMBL,Canonical_Smiles
2382,CHEMBL4065296,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1OCCCCC[Se]C#N,IC50,'=',4410.0,nM,5.36,,F,Growth inhibition of human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,5.355561410532162,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1OCCCCC[Se]C#N
8619,CHEMBL3286968,O=c1c(OCc2cn(C3CC(c4ccccc4)OC(c4ccc(Cl)cc4)C3)nn2)c(-c2ccccc2)n(-c2ccccc2)c2ccccc12,IC50,'=',4420.0,nM,5.36,,F,Antiproliferative activity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.354577730650908,O=c1c(OCc2cn(C3CC(c4ccccc4)OC(c4ccc(Cl)cc4)C3)nn2)c(-c2ccccc2)n(-c2ccccc2)c2ccccc12
9326,CHEMBL4162768,O=C(NNC(=O)c1ccccc1NS(=O)(=O)c1cnc(O)nc1O)c1cccc(Cl)c1,IC50,'=',4420.0,nM,5.36,,F,Antiproliferative activity against human MDA-MB-231 cells after 24 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.354577730650908,O=C(NNC(=O)c1ccccc1NS(=O)(=O)c1cnc(O)nc1O)c1cccc(Cl)c1
13198,CHEMBL4857959,CN1CCN(c2ccc(-c3cc4c(N5CCN(S(=O)(=O)c6ccccc6)CC5)nc(OCC5CCCCN5C)nc4s3)cc2)CC1,IC50,'=',4420.0,nM,5.36,,F,Anticancer activity against human MDA-MB-231 cells assessed as cell viability incubated for 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,5.354577730650908,CN1CCN(c2ccc(-c3cc4c(N5CCN(S(=O)(=O)c6ccccc6)CC5)nc(OCC5CCCCN5C)nc4s3)cc2)CC1
10083,CHEMBL4749628,COC(=O)c1ccc(NC(=O)NCCCCC(c2ccc(F)cc2)c2ccc(F)cc2)cc1C(F)(F)F,IC50,'=',4430.0,nM,5.35,,F,Cytotoxicity against human MDA-MB-231 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.3535962737769305,COC(=O)c1ccc(NC(=O)NCCCCC(c2ccc(F)cc2)c2ccc(F)cc2)cc1C(F)(F)F
11013,CHEMBL4468668,Cc1ccc2nc(Nc3ccnc(Nc4ccc(S(C)(=O)=O)cc4)n3)sc2c1,IC50,'=',4440.0,nM,5.35,,F,Antiproliferative activity against human MDA-MB-231 cells incubated for 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.35261702988538,Cc1ccc2nc(Nc3ccnc(Nc4ccc(S(C)(=O)=O)cc4)n3)sc2c1
9121,CHEMBL4849923,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(OC)cc3)n2)cc1,IC50,'=',4450.0,nM,5.35,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.351639989019068,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(OC)cc3)n2)cc1
9536,CHEMBL2295857,COc1cc(-n2c(C)nc3c(-c4ccc(Cl)cc4)nc4ccccc4c3c2=O)cc(OC)c1OC,IC50,'=',4450.0,nM,5.35,,F,Cytotoxicity against Homo sapiens (human) MDA-MB-231 cells assessed as growth inhibition after 72 hr by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Med Chem Res,5.351639989019068,COc1cc(-n2c(C)nc3c(-c4ccc(Cl)cc4)nc4ccccc4c3c2=O)cc(OC)c1OC
15853,CHEMBL1797987,COc1ccc(NC(=O)[C@@H]2Cc3ccc(OCC(=O)NO)cc3CN2C(=O)Cc2ccccc2)cc1,IC50,'=',4450.0,nM,5.35,,F,Cytotoxicity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,5.351639989019068,COc1ccc(NC(=O)[C@@H]2Cc3ccc(OCC(=O)NO)cc3CN2C(=O)Cc2ccccc2)cc1
15998,CHEMBL4748864,COc1cc2nccc(Oc3ccc(NC(=O)C(OC(=O)c4ccc(C(C)(C)C)cc4)C(C)(C)C)cc3F)c2cc1OC,IC50,'=',4450.0,nM,5.35,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as reduction in cell viability measured after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.351639989019068,COc1cc2nccc(Oc3ccc(NC(=O)C(OC(=O)c4ccc(C(C)(C)C)cc4)C(C)(C)C)cc3F)c2cc1OC
13201,CHEMBL4858497,NCCOc1ncccc1C=C1c2ccccc2-c2ccc(C(F)(F)F)cc21,IC50,'=',4450.0,nM,5.35,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as inhibition of cell viability after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.351639989019068,NCCOc1ncccc1C=C1c2ccccc2-c2ccc(C(F)(F)F)cc21
3722,CHEMBL3343637,O=C(N/N=C/c1cc(Br)c(O)c(Br)c1)Nc1ccc(-c2nc(NCCCN3CCOCC3)c3sccc3n2)cc1,IC50,'=',4450.0,nM,5.35,,F,Cytotoxicity against human MDA-MB-231 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.351639989019068,O=C(N/N=C/c1cc(Br)c(O)c(Br)c1)Nc1ccc(-c2nc(NCCCN3CCOCC3)c3sccc3n2)cc1
10999,CHEMBL3357972,O=C(N/N=C/c1ccc(OCc2ccc(Cl)cc2)cc1O)Nc1nc2ccc(N3CCOCC3)cc2s1,IC50,'=',4460.0,nM,5.35,,F,Antiproliferative activity against human MDA-MB-435 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.350665141287858,O=C(N/N=C/c1ccc(OCc2ccc(Cl)cc2)cc1O)Nc1nc2ccc(N3CCOCC3)cc2s1
13180,CHEMBL4764590,CCOC(=O)c1c(-c2cc(O)c3c(c2)C(=O)c2cccc(O)c2C3=O)nn(-c2ccc(C(C)C)cc2)c1C(=O)OCC,IC50,'=',4460.0,nM,5.35,,F,Anticancer activity against human MDA-MB-231 cells assessed as cell growth inhibition measured after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,RSC Med Chem,5.350665141287858,CCOC(=O)c1c(-c2cc(O)c3c(c2)C(=O)c2cccc(O)c2C3=O)nn(-c2ccc(C(C)C)cc2)c1C(=O)OCC
6277,CHEMBL4279350,COc1ccc([C@H]2[C@H](C)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1OC,IC50,'=',4466.0,nM,5.35,,F,Antiproliferative activity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.350081281264581,COc1ccc([C@H]2[C@H](C)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1OC
3201,CHEMBL3423398,COc1cc(OC)c2c(=O)c(OCC(=O)N/N=C/c3sccc3C)c(-c3cc(OC)c(OC)c(OC)c3)oc2c1,IC50,'=',4470.0,nM,5.35,,F,Cytotoxicity against human MDA-MB-231 cells after 38 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.349692476868063,COc1cc(OC)c2c(=O)c(OCC(=O)N/N=C/c3sccc3C)c(-c3cc(OC)c(OC)c(OC)c3)oc2c1
5349,CHEMBL4436139,CN(C)CCCNC(=O)c1cc2c3ccccc3[nH]c2c2c1[nH]c1ccccc12,IC50,'=',4480.0,nM,5.35,,F,Growth inhibition of human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,5.3487219860018556,CN(C)CCCNC(=O)c1cc2c3ccccc3[nH]c2c2c1[nH]c1ccccc12
9491,CHEMBL4084501,O=C1C=C[C@]2(C[C@H](OC(=O)/C=C/c3ccc([N+](=O)[O-])cc3)[C@H](c3ccccc3)O2)O1,IC50,'=',4480.0,nM,5.35,,F,Cytotoxicity against human MDA-MB-231 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.3487219860018556,O=C1C=C[C@]2(C[C@H](OC(=O)/C=C/c3ccc([N+](=O)[O-])cc3)[C@H](c3ccccc3)O2)O1
6754,CHEMBL4457305,COc1ccc2c(c1)-c1n[nH]c(/C=C/C(=O)c3ccc(OC)c(OC)c3)c1C2,IC50,'=',4480.0,nM,5.35,,F,Cytotoxicity against human MDA-MB-231 cells after 24 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.3487219860018556,COc1ccc2c(c1)-c1n[nH]c(/C=C/C(=O)c3ccc(OC)c(OC)c3)c1C2
15605,CHEMBL3818356,OC1(C(F)(F)F)CS/C(=N\c2ccc(Cl)c(C(F)(F)F)c2)N1Cc1cccs1,IC50,'=',4480.0,nM,5.35,,F,Cytotoxicity against human MDA-MB-231 cells assessed as reduction in cell viability after 24 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Medchemcomm,5.3487219860018556,OC1(C(F)(F)F)CS/C(=N\c2ccc(Cl)c(C(F)(F)F)c2)N1Cc1cccs1
7693,CHEMBL3828282,CC(Nc1nc(N)nc2ccc(-c3cnn(C4CCNCC4)c3)cc12)c1c(Cl)ccc(F)c1Cl,IC50,'=',4480.0,nM,5.35,,F,Antiproliferative activity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.3487219860018556,CC(Nc1nc(N)nc2ccc(-c3cnn(C4CCNCC4)c3)cc12)c1c(Cl)ccc(F)c1Cl
2958,CHEMBL3426201,COC(=O)c1cc2c3ccccc3[nH]c2c2cn(-c3ccc(F)cc3Cl)c[n+]12.[Cl-],IC50,'=',4490.0,nM,5.35,,F,Cytotoxicity against human MDA-MB-231 cells assessed as growth inhibition after 24 to 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,5.347753658996677,COC(=O)c1cc2c3ccccc3[nH]c2c2cn(-c3ccc(F)cc3Cl)c[n+]12.[Cl-]
1842,CHEMBL3415279,CCN(CC)Cc1ccc2nc(NC(=O)N/N=C/c3cn(Cc4ccc(Cl)c(Cl)c4)c4ccccc34)sc2c1,IC50,'=',4490.0,nM,5.35,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.347753658996677,CCN(CC)Cc1ccc2nc(NC(=O)N/N=C/c3cn(Cc4ccc(Cl)c(Cl)c4)c4ccccc34)sc2c1
9594,CHEMBL3127189,CCCCCCCCCCCCCCCCC/C=C/C(=O)/C=C/C[C@@H]1CC=CC(=O)O1,IC50,'=',4490.0,nM,5.35,,F,Cytotoxicity against estrogen receptor-negative human MDA-MB-231 cells assessed as cell viability after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem Lett,5.347753658996677,CCCCCCCCCCCCCCCCC/C=C/C(=O)/C=C/C[C@@H]1CC=CC(=O)O1
7653,CHEMBL1631277,COc1ccc(C2CC(=S)N2c2cc(OC)c(OC)c(OC)c2)cc1,IC50,'=',4500.0,nM,5.35,,F,Antiproliferative activity against estrogen receptor deficient human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.346787486224656,COc1ccc(C2CC(=S)N2c2cc(OC)c(OC)c(OC)c2)cc1
15725,CHEMBL4162306,CC[C@@]1(O)C[C@H](O[C@H]2CC[C@H](O[C@H]3CC[C@H](O[C@H]4CC[C@H](O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(O)c3c(c(O)c2[C@H]1C(=O)OC)C(=O)c1cccc(O)c1C3=O,IC50,'=',4500.0,nM,5.35,,F,Cytotoxicity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Nat Prod,5.346787486224656,CC[C@@]1(O)C[C@H](O[C@H]2CC[C@H](O[C@H]3CC[C@H](O[C@H]4CC[C@H](O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(O)c3c(c(O)c2[C@H]1C(=O)OC)C(=O)c1cccc(O)c1C3=O
1947,CHEMBL2331640,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](C)NC(=O)OC(C)(C)C,IC50,'=',4500.0,nM,5.35,,F,Inhibition of human MDA-MB-231 cell proliferation after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,ACS Med Chem Lett,5.346787486224656,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](C)NC(=O)OC(C)(C)C
5056,CHEMBL4293033,O=C1NC(=O)/C(=C\c2ccc(OCc3nc4ccccc4c(=O)n3-c3ccc(Cl)cc3)cc2)S1,IC50,'=',4500.0,nM,5.35,,F,Cytotoxic activity in human MDA-MB-231 cells assessed as reduction in cell viability incubated for 3 days by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.346787486224656,O=C1NC(=O)/C(=C\c2ccc(OCc3nc4ccccc4c(=O)n3-c3ccc(Cl)cc3)cc2)S1
4145,CHEMBL4534151,CC(=O)Nc1ccc(S(=O)(=O)Nc2cccc(-c3nc(-c4ccc(NC(=O)c5cccnc5)c(Cl)c4)no3)c2)cc1,IC50,'=',4500.0,nM,5.35,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.346787486224656,CC(=O)Nc1ccc(S(=O)(=O)Nc2cccc(-c3nc(-c4ccc(NC(=O)c5cccnc5)c(Cl)c4)no3)c2)cc1
124,CHEMBL4164820,O=C1NC(=S)NC(=O)C1=C/C=C/c1cccc2ccccc12,IC50,'=',4500.0,nM,5.35,,F,Antiproliferative activity against ER/PR/HER2 deficient human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.346787486224656,O=C1NC(=S)NC(=O)C1=C/C=C/c1cccc2ccccc12
10882,CHEMBL4535423,C/C=C1/CN2CC[C@]34C(=C(C=O)C1C[C@H]23)Nc1cc([C@H]2C[C@@H]3/C(=C\C)CN(C)[C@@H](Cc5c2[nH]c2ccccc52)[C@H]3C(=O)OC)ccc14,IC50,'=',4500.0,nM,5.35,,F,Growth inhibition of human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Nat Prod,5.346787486224656,C/C=C1/CN2CC[C@]34C(=C(C=O)C1C[C@H]23)Nc1cc([C@H]2C[C@@H]3/C(=C\C)CN(C)[C@@H](Cc5c2[nH]c2ccccc52)[C@H]3C(=O)OC)ccc14
17259,CHEMBL4781146,COc1ccc2sc3c(NCCCN)nc4ccccc4c3c(=O)c2c1,IC50,'=',4500.0,nM,5.35,,F,Anticancer activity against human MDA-MB-231 cells assessed as inhibition of cell proliferation measured after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.346787486224656,COc1ccc2sc3c(NCCCN)nc4ccccc4c3c(=O)c2c1
2324,CHEMBL2442584,CC(C)(C)OC(=O)n1cc(CNC(=S)Nc2ccc(C(F)(F)F)cc2)c2ccccc21,IC50,'=',4500.0,nM,5.35,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as cell viability after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,5.346787486224656,CC(C)(C)OC(=O)n1cc(CNC(=S)Nc2ccc(C(F)(F)F)cc2)c2ccccc21
17475,CHEMBL4877558,COc1cc(Nc2nc(C(=N)Nc3ccccc3)cc3c(-c4ccccc4)n[nH]c23)cc(OC)c1OC,IC50,'=',4500.0,nM,5.35,,F,Cytotoxicity against human MDA-MB-231 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.346787486224656,COc1cc(Nc2nc(C(=N)Nc3ccccc3)cc3c(-c4ccccc4)n[nH]c23)cc(OC)c1OC
6983,CHEMBL4449333,C/C=C1/CN2[C@H]3C[C@@H]1[C@@H](CO)[C@@H]2Cc1c3n(C)c2cc(C(C)C3=COC[C@@H]4[C@H]3C[C@H]3c5c(c6ccccc6n5C)C[C@@H]4N3C)c(OC)cc12,IC50,'=',4500.0,nM,5.35,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as reduction in cell growth after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Nat Prod,5.346787486224656,C/C=C1/CN2[C@H]3C[C@@H]1[C@@H](CO)[C@@H]2Cc1c3n(C)c2cc(C(C)C3=COC[C@@H]4[C@H]3C[C@H]3c5c(c6ccccc6n5C)C[C@@H]4N3C)c(OC)cc12
12736,CHEMBL4794349,Cn1cc(/C(=N/Nc2nc(-c3ccc(F)cc3)c(C#N)s2)C(F)(F)F)c2cc(-c3nc(CN4CCC(O)CC4)cs3)ccc21,IC50,'=',4510.0,nM,5.35,,F,Antiproliferative activity against human MDA-MB-231 cells measured after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.345823458122039,Cn1cc(/C(=N/Nc2nc(-c3ccc(F)cc3)c(C#N)s2)C(F)(F)F)c2cc(-c3nc(CN4CCC(O)CC4)cs3)ccc21
13932,CHEMBL5080481,CS(=O)(=O)CCN(Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)C(=O)CCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,IC50,'=',4510.0,nM,5.35,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as inhibition of cell growth measured after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,5.345823458122039,CS(=O)(=O)CCN(Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)C(=O)CCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
5060,CHEMBL4566774,CN(C)CCNC(=O)c1cc2c3ccccc3[nH]c2c2c1[nH]c1cc(Cl)ccc12,IC50,'=',4510.0,nM,5.35,,F,Growth inhibition of human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,5.345823458122039,CN(C)CCNC(=O)c1cc2c3ccccc3[nH]c2c2c1[nH]c1cc(Cl)ccc12
17394,CHEMBL5088377,COc1cc(OC)c2c(=O)[nH]c(-c3ccc(OCC(=O)Nc4ccc(N5CCOCC5)c(Cl)c4)cc3)nc2c1,IC50,'=',4520.0,nM,5.34,,F,Antiproliferative activity against human MDA-MB-231 cells incubated for 24 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,5.3448615651886175,COc1cc(OC)c2c(=O)[nH]c(-c3ccc(OCC(=O)Nc4ccc(N5CCOCC5)c(Cl)c4)cc3)nc2c1
14036,CHEMBL4074300,CC(C)(C)c1cc2c(O)c(c1)Cc1cc(C(C)(C)C)cc(c1OCC(=O)NCCO)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1OCC(=O)NCCO)C2,IC50,'=',4530.0,nM,5.34,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as inhibition of cell growth measured after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.343901797987168,CC(C)(C)c1cc2c(O)c(c1)Cc1cc(C(C)(C)C)cc(c1OCC(=O)NCCO)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1OCC(=O)NCCO)C2
8275,CHEMBL1098887,Br.O=C1c2cccc3cccc(c23)C(=O)N1CCCNCCCCCCNCCCN1C(=O)c2cccc3cccc(c23)C1=O,IC50,'=',4540.0,nM,5.34,,F,Cytotoxicity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.342944147142896,Br.O=C1c2cccc3cccc(c23)C(=O)N1CCCNCCCCCCNCCCN1C(=O)c2cccc3cccc(c23)C1=O
12865,CHEMBL3354120,COc1ccc(/C=C/C(=O)NCCCCCCNC2=C3C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC2=O)C3=O)cc1,IC50,'=',4540.0,nM,5.34,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.342944147142896,COc1ccc(/C=C/C(=O)NCCCCCCNC2=C3C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC2=O)C3=O)cc1
14706,CHEMBL4278483,C=C1C[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)NCCNC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)C1=O,IC50,'=',4542.0,nM,5.34,,F,Cytotoxicity activity against human MDA-MB-231 cells assessed as cell growth inhibition after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,J Med Chem,5.342752870116284,C=C1C[C@]2(C)[C@H]3CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C(=O)NCCNC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)CC[C@@]4(C)[C@]3(C)CC[C@H]2C(C)(C)C1=O
16199,CHEMBL4779128,O=C(NCCCCC(c1ccc(F)cc1)c1ccc(F)cc1)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,IC50,'=',4550.0,nM,5.34,,F,Cytotoxicity against human MDA-MB-231 cells assessed as reduction in cell viability incubated for 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.341988603342887,O=C(NCCCCC(c1ccc(F)cc1)c1ccc(F)cc1)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
10836,CHEMBL4284622,COc1cccc(S(=O)(=O)Nc2cc(OC)c3cc2C[C@H]2c4c(cc(OC)c(OC)c4Oc4cc5c(cc4OC)CCN(C)[C@H]5Cc4ccc(cc4)O3)CCN2C)c1,IC50,'=',4560.0,nM,5.34,,F,Antiproliferative activity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Medchemcomm,5.341035157335565,COc1cccc(S(=O)(=O)Nc2cc(OC)c3cc2C[C@H]2c4c(cc(OC)c(OC)c4Oc4cc5c(cc4OC)CCN(C)[C@H]5Cc4ccc(cc4)O3)CCN2C)c1
3962,CHEMBL4277435,COC(=O)/C=C/c1ccc(OC)c(OC(=O)[C@@]2(C)CC[C@]3(C)CC[C@]4(C)C(=CC(=O)[C@@H]5[C@@]6(C)CC[C@H](OC(=O)[C@@H](N)CCSC)C(C)(C)[C@@H]6CC[C@]54C)[C@H]3C2)c1.Cl,IC50,'=',4560.0,nM,5.34,,F,Cytotoxicity in human MDA-MB-231 cells assessed as reduction in cell viability incubated for 24 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.341035157335565,COC(=O)/C=C/c1ccc(OC)c(OC(=O)[C@@]2(C)CC[C@]3(C)CC[C@]4(C)C(=CC(=O)[C@@H]5[C@@]6(C)CC[C@H](OC(=O)[C@@H](N)CCSC)C(C)(C)[C@@H]6CC[C@]54C)[C@H]3C2)c1.Cl
17589,CHEMBL4537474,COc1cc2nccc(Oc3ccc(NC(=O)NS(=O)(=O)Cc4ccc(Cl)cc4Cl)cc3F)c2cc1OC,IC50,'=',4560.0,nM,5.34,,F,Cytotoxicity in human MDA-MB-231 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,5.341035157335565,COc1cc2nccc(Oc3ccc(NC(=O)NS(=O)(=O)Cc4ccc(Cl)cc4Cl)cc3F)c2cc1OC
17608,CHEMBL4879100,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(Cl)cc3)n2)cc1,IC50,'=',4560.0,nM,5.34,,F,Antiproliferative activity against human MDA-MB-231 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.341035157335565,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccc(Cl)cc3)n2)cc1
901,CHEMBL4094413,CC1(C)C2CC(=C\c3ccccc3)/C(=N\NC(N)=S)C1C2,IC50,'=',4570.0,nM,5.34,,F,Cytotoxicity against human MDA-MB-231 cells after 72 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem Lett,5.34008379993015,CC1(C)C2CC(=C\c3ccccc3)/C(=N\NC(N)=S)C1C2
5730,CHEMBL2159048,CC(C)=CCc1cc2c(=O)c(-c3ccc(O)cc3O)coc2c(CC=C(C)C)c1O,IC50,'=',4570.0,nM,5.34,,F,Cytotoxicity against human MDA-MB-231 cells after 48 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Bioorg Med Chem,5.34008379993015,CC(C)=CCc1cc2c(=O)c(-c3ccc(O)cc3O)coc2c(CC=C(C)C)c1O
6183,CHEMBL3423395,COc1cc(OC)c2c(=O)c(OCC(=O)N/N=C/c3ccc(C)cc3)c(-c3cc(OC)c(OC)c(OC)c3)oc2c1,IC50,'=',4570.0,nM,5.34,,F,Cytotoxicity against human MDA-MB-231 cells after 38 hrs by MTT assay,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.34008379993015,COc1cc(OC)c2c(=O)c(OCC(=O)N/N=C/c3ccc(C)cc3)c(-c3cc(OC)c(OC)c(OC)c3)oc2c1
3445,CHEMBL4173292,CC(=O)N1N=C(c2cccc(Oc3cc(O/N=[N+](\[O-])N4CCCCC4)c([N+](=O)[O-])cc3[N+](=O)[O-])c2)CC1c1ccc(C)cc1,IC50,'=',4570.0,nM,5.34,,F,Antiproliferative activity against human MDA-MB-231 cells after 48 hrs by MTT assay relative to control,Homo sapiens,,MDA-MB-231,Homo sapiens,Eur J Med Chem,5.34008379993015,CC(=O)N1N=C(c2cccc(Oc3cc(O/N=[N+](\[O-])N4CCCCC4)c([N+](=O)[O-])cc3[N+](=O)[O-])c2)CC1c1ccc(C)cc1
